epoch;acc;loss;val_acc;val_loss
0;0.581064462662;0.0878379717469;0.383171141148;0.0819058567286
0;0.486706614494;0.0950322002172;0.388572126627;0.0730026289821
1;0.64686280489;0.0744010657072;0.550262928009;0.0741016715765
2;0.797671973705;0.0693927034736;0.550262928009;0.0981066823006
